OBJECTID|Código de la remoción en masa|Región|Tipo de remoción en masa|Tipo de material|Clasificación de remoción en masa|Detonante|Día del evento|Mes de inicio del evento|Año del evento|Estación de ocurrencia del evento|Método de obtención de la información|Fuente de la información|Autor de la fuente|Nota|Enlace de documento asociado|Latitud|Longitud|Precisión de coordenadas
2327|RM-2021-04-036|Metropolitana|Flujo|Suelo/Sedimento|Flujo de detritos|Lluvias|30 al 31|Enero|2021|Verano (del 21-12 al 20-03)|Fotointerpretado|2021. Efectos geológicos del sistema frontal del 29 al 31 de enero de 2021, ruta G-455 camino al embalse El Yeso, Región Metropolitana|Espinoza, L.; Cabrera, N.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-04.pdf|-33.7882173|-70.21164584|Coordenadas exactas
2328|RM-2021-04-037|Metropolitana|Flujo|Suelo/Sedimento|Flujo de detritos|Lluvias|30 al 31|Enero|2021|Verano (del 21-12 al 20-03)|Fotointerpretado|2021. Efectos geológicos del sistema frontal del 29 al 31 de enero de 2021, ruta G-455 camino al embalse El Yeso, Región Metropolitana|Espinoza, L.; Cabrera, N.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-04.pdf|-33.78750684|-70.21327756|Coordenadas exactas
2329|RM-2021-04-038|Metropolitana|Flujo|Suelo/Sedimento|Flujo de detritos|Lluvias|30 al 31|Enero|2021|Verano (del 21-12 al 20-03)|Fotointerpretado|2021. Efectos geológicos del sistema frontal del 29 al 31 de enero de 2021, ruta G-455 camino al embalse El Yeso, Región Metropolitana|Espinoza, L.; Cabrera, N.| |http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-04.pdf|-33.78652077|-70.21450574|Coordenadas exactas
2330|RM-2021-05-001|Metropolitana|Flujo|Suelo/Sedimento|Flujo de detritos|Deshielo|5 al 7|Febrero|2021|Verano (del 21-12 al 20-03)|Fotointerpretado|2021. Los flujos del estero Las Vacas tras el sistema frontal del 29 al 31 de enero de 2021. Valle del río Colorado, Región Metropolitana de Santiago|Espinoza, L.; Gálvez, C.|Se habrían identificado 5 eventos anteriores: entre noviembre de 2011 y octubre de 2012, entre octubre de 2012 y enero de 2014,  entre el 10 y 15 de diciembre de 2017, entre el 9 y 14 de enero de 2018, y entre el 22 y 27 de noviembre de 2019|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-05.pdf|-33.48552731|-70.04484405|Coordenadas exactas
2331|RM-2020-04-001|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.892817|-70.046842|Coordenadas exactas
2332|RM-2020-04-002|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.893666|-70.046952|Coordenadas exactas
2333|RM-2020-04-003|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.93999|-70.08878|Coordenadas exactas
2334|RM-2020-04-004|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.942427|-70.091938|Coordenadas exactas
2335|RM-2020-04-005|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876668|-70.277604|Coordenadas exactas
2336|RM-2020-04-006|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87676688|-70.27795072|Coordenadas exactas
2337|RM-2020-04-007|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.875839|-70.27819|Coordenadas exactas
2338|RM-2020-04-008|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.875469|-70.278239|Coordenadas exactas
2339|RM-2020-04-009|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876631|-70.278859|Coordenadas exactas
2340|RM-2020-04-010|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.8766|-70.279242|Coordenadas exactas
2341|RM-2020-04-011|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.8761|-70.279283|Coordenadas exactas
2342|RM-2020-04-012|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87666|-70.279628|Coordenadas exactas
2343|RM-2020-04-013|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87672|-70.280675|Coordenadas exactas
2344|RM-2020-04-014|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876986|-70.280784|Coordenadas exactas
2345|RM-2020-04-015|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.877339|-70.280658|Coordenadas exactas
2346|RM-2020-04-016|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87512|-70.281998|Coordenadas exactas
2347|RM-2020-04-017|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.875053|-70.282034|Coordenadas exactas
2348|RM-2020-04-018|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878733|-70.277173|Coordenadas exactas
2349|RM-2020-04-019|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878486|-70.277179|Coordenadas exactas
2350|RM-2020-04-020|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87838|-70.277242|Coordenadas exactas
2351|RM-2020-04-021|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878301|-70.277268|Coordenadas exactas
2352|RM-2020-04-022|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878242|-70.277277|Coordenadas exactas
2353|RM-2020-04-023|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878243|-70.277273|Coordenadas exactas
2354|RM-2020-04-024|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878076|-70.277538|Coordenadas exactas
2355|RM-2020-04-025|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.8781|-70.277577|Coordenadas exactas
2356|RM-2020-04-026|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878496|-70.278032|Coordenadas exactas
2357|RM-2020-04-027|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878463|-70.278396|Coordenadas exactas
2358|RM-2020-04-028|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.877789|-70.280311|Coordenadas exactas
2359|RM-2020-04-029|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.877855|-70.280544|Coordenadas exactas
2360|RM-2020-04-030|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87674|-70.281016|Coordenadas exactas
2361|RM-2020-04-031|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876722|-70.281007|Coordenadas exactas
2362|RM-2020-04-032|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87679|-70.281274|Coordenadas exactas
2363|RM-2020-04-033|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876736|-70.281319|Coordenadas exactas
2364|RM-2020-04-034|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876838|-70.281387|Coordenadas exactas
2365|RM-2020-04-035|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876565|-70.281959|Coordenadas exactas
2366|RM-2020-04-036|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.876568|-70.281951|Coordenadas exactas
2367|RM-2020-04-037|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.877772|-70.282065|Coordenadas exactas
2368|RM-2020-04-038|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878428|-70.28216|Coordenadas exactas
2369|RM-2020-04-039|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878749|-70.282323|Coordenadas exactas
2370|RM-2020-04-040|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878723|-70.281862|Coordenadas exactas
2371|RM-2020-04-041|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878551|-70.281858|Coordenadas exactas
2372|RM-2020-04-042|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.877564|-70.276169|Coordenadas exactas
2373|RM-2020-04-043|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.877361|-70.275673|Coordenadas exactas
2374|RM-2020-04-044|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878067|-70.275524|Coordenadas exactas
